name,Gender,Face_Diameter,Glass_material,Wire_material,Apparatus,Waterproof,Origin,agency,Price
  CT-NH7520-56E,Đồng hồ Nam,40mm,Sapphire,Thép không gỉ,Automatic (Cơ tự động),5ATM,Nhật Bản,Citizen,6.399.000đ
 ST-574B.03,Nam,44 mm,Krysternacrystal(kínhcứng),Dây da chính hãng, Automatic (Cơ tự động),5 ATM,Thụy Sỹ,Stuhrling Original,10.521.000đ
 ST-574B.04,Nam,44 mm,Krysternacrystal(kínhcứng),Dây da chính hãng, Automatic (Cơ tự động),5 ATM,Thụy Sỹ,Stuhrling Original,10.521.000đ
  CT-BM6960-56A,Đồng hồ Nam,43.8 mm,MineralCrystal,Stainless Steel,Eco-Drive (Năng Lượng Ánh Sáng),5 ATM,Nhật Bản,Citizen,4.851.000đ
  QQ-C192J104Y,Nam,38 mm,Kínhcứngchịulực,Dây da,Quartz/Pin,3ATM,Nhật Bản,Q&Q,658.800đ
  QQ-VR54J008Y,Nam,48 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,735.300đ
  QQ-VR54J004Y,Đồng hồ Nam,48 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,735.300đ
  QQ-VR50J005Y,Đồng hồ Nam,43 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.134.000đ
  AG-G725A S-WHITE,Nam,44 mm,Sapphire,Thép không gỉ,Quartz/Pin,5  ATM,Singapore,Aries Gold,6.277.500đ
  CT-BI5090-50A,Đồng hồ Nam,42 mm,Kínhkhoáng(Mineral),Thép không gỉ,Quartz/Pin,5 ATM,Nhật Bản,Citizen,3.069.000đ
  17-13016-723,Nam,37 mm, Sapphirephủchốngchói,Dây da,Quartz (Điện tử),5 ATM,Đức,Bruno Sohnle,7.092.000đ
  CT-ED8180-52X,Đồng hồ Nam,33 mm,Kínhkhoáng(Mineral),Thép không gỉ,Quartz/Pin,3 ATM,Nhật Bản,Citizen,3.321.000đ
 ST-665B.01,Đồng hồ Nam,40 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,6.804.000đ
  QQ-QA48J401Y,Đồng hồ Nam,43 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,993.600đ
 ST-665B.03,Nam,40 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,7.299.000đ
  AT-53751.41.21G,Nam,42mm,Sapphire,Dây da,Automatic,10ATM,Thụy Sỹ,Atlantic Swiss,31.689.000đ
  AG-G7231B S-BKGN,Nam,43 mm,Sapphire,Thép không gỉ,Quartz/Pin,5  ATM,Singapore,Aries Gold,5.602.500đ
  AG-G7231B S-BKR,Nam,43 mm,Sapphire,Thép không gỉ,Quartz/Pin,5  ATM,Singapore,Aries Gold,5.602.500đ
  QQ-Q890J211Y,Đồng hồ Nam,44 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,950.400đ
 ST-778.08,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,8.226.000đ
  CT-AN3616-75L,Đồng hồ Nam,41 mm,Kínhkhoáng(Mineral),Thép không gỉ,Quartz/Pin,10 ATM,Nhật Bản,Citizen,5.292.000đ
 ST-684.03,Nam,44 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,10ATM,Thụy Sỹ,Stuhrling Original,5.508.000đ
 ST-693.02,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,8.847.000đ
  CT-BF2005-54L,Đồng hồ Nam,41 mm,Kínhkhoáng(Mineral),Thép không gỉ,Quartz/Pin,5 ATM,Nhật Bản,Citizen,3.510.000đ
  17-13175-241,Nam, 42 mm,Sapphire,Dây da,Quartz (Điện tử),5 ATM,Đức,Bruno Sohnle,13.230.000đ
 ST-734GM.01,Nam,40 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,5.202.000đ
 ST-207.04,Nam,41mm,Krysternacrystal(kínhcứng),Dây da,Quartz (Điện tử),5ATM,Thụy Sỹ,Stuhrling Original,7.299.000đ
  CT-AO3030-24A,Đồng hồ Nam,44 mm,Kínhkhoáng(Mineral),Dây da chính hãng,Quartz/Pin,3 ATM,Nhật Bản,Citizen,4.437.000đ
 ST-747M.05,Nam,42 mm,Krysternacrystal(kínhcứng),Stainless Steel, Automatic (Cơ tự động),5 ATM,Thụy Sỹ,Stuhrling Original,9.279.000đ
  JL-N-214F,Đồng hồ Nam,38 mm,perspex(Kínhcứngchịulực),Thép không gỉ,Quartz (Điện tử),5  ATM,Áo,Jacques lemans,6.498.000đ
  CT-BJ6501-01E,Đồng hồ Nam,41 mm,Kínhkhoáng(Mineral),Dây da chính hãng,Quartz/Pin,5 ATM,Nhật Bản,Citizen,4.176.000đ
 ST-780.02,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng, Automatic (Cơ tự động),5 ATM,Thụy Sỹ,Stuhrling Original,9.594.000đ
  QQ-QA60J201Y,Nam,42 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,1.324.800đ
  EF-334D-1AVUDF,Đồng hồ Nam,44mm,Kínhkhoáng,Thép không gỉ,Quartz (Điện tử),10ATM,,Casio,3.109.500đ
 ST-781.05,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng, Automatic (Cơ tự động),5 ATM,Thụy Sỹ,Stuhrling Original,10.701.000đ
  CT-BI5060-51H,Nam,39 mm,MineralCrystal(KínhCứng),Stainless Steel,Quartz/Pin,5 ATM,Nhật Bản,Citizen,2.952.000đ
  E-3387.152.24.28.15,Đồng hồ Nam,39mm,Kínhsapphire,Dây da,Automatic (Cơ tự động),3ATM,Thụy Sỹ,Epos Swiss,33.120.000đ
  QQ-Q972J205Y,Đồng hồ Nam,44 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,928.800đ
  E-3387.152.24.28.34,Đồng hồ Nam,39mm,Kínhsapphire,Thép không gỉ mạ PVD rose gold,Automatic (Cơ tự động),3ATM,Thụy Sỹ,Epos Swiss,38.520.000đ
 ST-891.02,Nam,42 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,12.312.000đ
  17-13055-921,Nam,38.3 mm,Sapphire,Dây da,Quartz (Điện tử), 5 ATM,Đức,Bruno Sohnle,11.817.000đ
  E-3390.152.22.25.32,Đồng hồ Nam,41mm,Kínhsapphire,Thép không gỉ mạ PVD,Automatic (Cơ tự động),5ATM,Thụy Sỹ,Epos Swiss,38.340.000đ
  17-13170-221,Nam,40 mm,Sapphiretinhthể,Dây da,Quartz (Điện tử), 5 ATM,Đức,Bruno Sohnle,9.297.000đ
  BS 17-22096-921,Nam,42mm,Sapphiretinhthể,Dây da,Automatic (Cơ tự động), 5 ATM,Đức,Bruno Sohnle,36.387.000đ
  17-13094-745,Nam, 42 mm,Sapphire,Dây da,Quartz (Điện tử),10 ATM,Đức,Bruno Sohnle,14.805.000đ
  AT-61350.41.21,Nam,38mm,Sapphire,Dây da,Quartz,5ATM,Thụy Sỹ,Atlantic Swiss,9.639.000đ
 ST-896.01,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,11.304.000đ
  AT-56351.41.21,Nam,41mm,Sapphire,Dây da,Quartz,5ATM,Thụy Sỹ,Atlantic Swiss,13.554.000đ
  AT-52752.41.25S,Đồng hồ Nam,42mm,Sapphire,Dây da,Automatic,5ATM,Thụy Sỹ,Atlantic Swiss,25.812.000đ
  17-23055-241,Nam,"38,3 mm",Sapphire,Dây da,Quartz (Điện tử),5 ATM,Đức,Bruno Sohnle,12.447.000đ
  QQ-VR36J009Y,Đồng hồ Nam,40 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,637.200đ
  QQ-VR36J010Y,Đồng hồ Nam,40 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,637.200đ
 ST-897.02,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,10.458.000đ
  AT-52752.41.65R,Đồng hồ Nam,42mm,Sapphire,Dây da,Automatic,5ATM,Thụy Sỹ,Atlantic Swiss,25.812.000đ
  E-3408.208.24.14.15,Đồng hồ Nam,40mm,Kínhsapphire,Dây da,Máy cơ lên cót bằng tay,3ATM,Thụy Sỹ,Epos Swiss,32.850.000đ
  E-3408.208.24.16.15,Đồng hồ Nam,40mm,Kínhsapphire,Dây da,Máy cơ lên cót bằng tay,3ATM,Thụy Sỹ,Epos Swiss,32.850.000đ
  E-3420.152.24.18.34,Đồng hồ Nam,40mm,Kínhsapphire,Thép không gỉ mạ PVD rose gold,Automatic (Cơ tự động),3ATM,Thụy Sỹ,Epos Swiss,42.750.000đ
 ST-897.04,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,11.538.000đ
 ST-898.01,Nam,39 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,10.917.000đ
  AT-53750.41.21G,Nam,42mm,Sapphire,Dây da,Automatic,5ATM,Thụy Sỹ,Atlantic Swiss,23.688.000đ
  QQ-Q494J401Y,Đồng hồ Nam,35 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3ATM,Nhật Bản,Q&Q,950.400đ
  17-33024-922,Nam,37.3 mm,Sapphire,Thép không gỉ mạ PVD  ,Quartz (Điện tử), 5 ATM,Đức,Bruno Sohnle,16.380.000đ
  AT-53751.41.61,Nam,42mm,Sapphire,Dây da,Automatic,10ATM,Thụy Sỹ,Atlantic Swiss,31.689.000đ
  BS-17-33036-921,Đồng hồ Nam, 37.7 mm,Sapphire,Dây da,Quartz (Điện tử),5 ATM,Đức,Bruno Sohnle,13.077.000đ
  AT-53752.41.21,Nam,42mm,Sapphire,Dây da,Automatic,10ATM,Thụy Sỹ,Atlantic Swiss,31.851.000đ
  AT-53757.41.61,Nam,42mm,Sapphire,Thép  không gỉ ,Automatic,5ATM,Thụy Sỹ,Atlantic Swiss,35.451.000đ
  17-33109-241,Nam,38.7 mm,Sapphire,Dây da,Quartz (Điện tử),10 ATM,Đức,Bruno Sohnle,14.337.000đ
  17-63124-251,Nam,35 mm,Sapphire,Dây da,Quartz (Điện tử), 5 ATM,Đức,Bruno Sohnle,11.817.000đ
  AG-G97B G-BK,Nam,38 mm,Kínhsapphire,Stainless Steel,Quartz/Pin,5 ATM,Singapore,Aries Gold,4.430.250đ
  E-3420.152.20.16.15,Đồng hồ Nam,40mm,Kínhsapphire,Dây da,Automatic (Cơ tự động),3ATM,Thụy Sỹ,Epos Swiss,32.130.000đ
  CT-BI5010-59A,Nam,40 mm,MineralCrystal,Thép không gỉ,Quartz (Điện tử),5 ATM,Nhật Bản,Citizen,2.727.000đ
 ST-976.03,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Đồng hồ cơ lên cót bằng tay,5 ATM,Thụy Sỹ,Stuhrling Original,11.637.000đ
 ST-132XL.33151,Nam,48 mm,Krysternacrystal(kínhcứng),Dây da,Quartz (Điện tử),5ATM,Thụy Sỹ,Stuhrling Original,21.262.500đ
  E-3426.132.32.65.42,Đồng hồ Nam,40mm,Kínhsapphire,Thép không gỉ ( mạ Demi PVD ),Automatic (Cơ tự động),5ATM,Thụy Sỹ,Epos Swiss,33.030.000đ
  JL-1-1852B,Nam,38 mm,hardenedcrystexcrystal(Kínhcứng),Thép không gỉ,Quartz (Điện tử),5  ATM,Áo,Jacques lemans,3.699.000đ
  E-3501.132.34.18.44,Đồng hồ Nam,41 mm,Sapphire(chốngtrầyxước),Stainless Steel, Automatic (Cơ tự động),10 ATM,Thụy Sỹ,Epos Swiss,29.520.000đ
  AT-61350.41.61,Đồng hồ Nam,38mm,Sapphire,Dây da,Quartz,5ATM,Thụy Sỹ,Atlantic Swiss,9.639.000đ
  QQ-GW82J004Y,Nam,47 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,885.600đ
  17-63156-741,Nam,42mm,Sapphire,Dây da,Quartz (Điện tử),5 ATM,Đức,Bruno Sohnle,16.227.000đ
  QQ-GW85J001Y,Nam,47 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.609.200đ
  AG-G69 S-RW,Nam,36 mm,Sapphire,Thép không gỉ,Quartz/Pin,3  ATM,Singapore,Aries Gold,4.477.500đ
  BS-17-13153-741,Nam,40mm,Sapphire,dây da,Quartz (Điện tử),5 bar,Đức,Bruno Sohnle,10.080.000đ
  QQ-KV96J202Y,Đồng hồ Nam,40 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3 ATM,Nhật Bản,Q&Q,766.800đ
  QQ-KV98J202Y,Nam,40 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3 ATM,Nhật Bản,Q&Q,766.800đ
  QQ-GW80J004Y,Đồng hồ Nam,54 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.563.300đ
  QQ-GW81J003Y,Nam,45 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.687.500đ
  QQ-A192-201Y,Nam,42 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,1.209.600đ
  JL-1-1801L,Nam,40 mm,hardenedcrystexcrystal(Kínhcứng),Thép không gỉ,Quartz (Điện tử),10  ATM,Áo,Jacques lemans,4.671.000đ
  QQ-VP02J002Y,Đồng hồ Nam,37 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,540.000đ
  QQ-M132J005Y,Đồng hồ Nam,52 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.382.400đ
  E-3435.313.20.26.25 ,Đồng hồ Nam,43.5 mm,Sapphire(chốngtrầyxước),Dây da chính hãng,Máy cơ lên cót bằng tay,5 ATM,Thụy Sỹ,Epos Swiss,53.820.000đ
  JL-1-1868A,Nam,42 mm,hardenedcrystexcrystal(Kínhcứng),Thép không gỉ,Quartz (Điện tử),10  ATM,Áo,Jacques lemans,3.888.000đ
  QQ-BB12-202Y,Nam,35 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3ATM,Nhật Bản,Q&Q,1.177.200đ
  E-3440.322.20.16.25,Đồng hồ Nam,42 mm,Sapphire,Dây da,Automatic ( cơ tự động ),5 ATM,Thụy Sỹ,Epos Swiss,60.390.000đ
  JL-1-1868D,Nam,42 mm,hardenedcrystexcrystal(Kínhcứng),Thép không gỉ mạ Demi PVD,Quartz (Điện tử),10  ATM,Áo,Jacques lemans,5.193.000đ
  JL-1-1901D,Đồng hồ Nam,44 mm,hardenedcrystexcrystal(Kínhcứng),Dây da,Quartz (Điện tử),10  ATM,Áo,Jacques lemans,4.410.000đ
  JL-1-1907ZH,Đồng hồ Nam,43 mm,hardenedcrystexcrystal(Kínhcứng),Thép không gỉ mạ Demi PVD,Quartz (Điện tử),20  ATM,Áo,Jacques lemans,8.586.000đ
  E-3386.132.22.18.25,Đồng hồ Nam,41mm,Kínhsapphire,Dây da,Automatic (Cơ tự động),5ATM,Thụy Sỹ,Epos Swiss,24.390.000đ
  QQ-M146J005Y,Đồng hồ Nam,44 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.382.400đ
  QQ-Q398-202Y,Đồng hồ Nam,38 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3ATM,Nhật Bản,Q&Q,766.800đ
 ST-207M.01,Nam,40 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,6.498.000đ
 ST-207M.03,Nam,40 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,6.498.000đ
  AG-G903A RG-W,Nam,42 mm,Sapphire,Dây da,Automatic ( Cơ tự động ),5ATM,Singapore,Aries Gold,9.133.200đ
  AG-G1027 RG-BU,Nam,44mm,Sapphire,Dây da,Quatz ( Máy pin ),5ATM,Singapore,Aries Gold,5.292.000đ
 ST-490.33151,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da,Quartz (Điện tử),5ATM,Nhật Bản,Stuhrling Original,5.697.000đ
  QQ-Q978J111Y,Đồng hồ Nam,39 mm,Kínhcứngchịulực,Dây da,Quartz/Pin,3ATM,Nhật Bản,Q&Q,658.800đ
 ST-555M.01,Nam,42 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,6.228.000đ
  QQ-A164J201Y,Nam,36 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,1.177.200đ
  QQ-VQ84J006Y,Đồng hồ Nam,39 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,540.000đ
  17-13073-282E,Nam,43mm,Sapphire,Thép không gỉ ,Quartz (Điện tử),10 ATM,Đức,Bruno Sohnle,20.790.000đ
  QQ-VQ84J009Y,Đồng hồ Nam,40 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,540.000đ
  QQ-GW87J005Y,Đồng hồ Nam,50 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10 ATM,Nhật Bản,Q&Q,1.894.500đ
  QQ-S300J401Y,Nam,40 mm,Kínhcứngchịulực,Thép không gỉ,Quartz/Pin,5 ATM,Nhật Bản,Q&Q,1.944.000đ
 ST-6053.33333,Nam,47mm,Krysternacrystal(kínhcứng),Thép không gỉ,Cơ lên cót bằng tay,5ATM,Thụy Sỹ,Stuhrling Original,5.571.000đ
  QQ-VR88J004Y,Đồng hồ Nam,48 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,864.000đ
  QQ-VR86J005Y,Đồng hồ Nam,47 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,864.000đ
  QQ-VR86J001Y,Đồng hồ Nam,47 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,864.000đ
 ST-564.02,Nam,42 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,8.046.000đ
 ST-564.03,Nam,42 mm,Krysternacrystal(kínhcứng),Stainless Steel,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,7.677.000đ
213T.333X2,Đồng hồ Nam,44.8mm,Sapphiretinhthể,Dây da,Cơ cao cấp Tourbillon ( lên cót tay ),5 ATM,,Tourbillon Memorigin,229.500.000đ
  QQ-VR82J005Y,Đồng hồ Nam,50 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,885.600đ
  JL-1-1936C,Nam,40 mm,hardenedcrystexcrystal(Kínhcứng),Dây da,Quartz (Điện tử),5  ATM,Áo,Jacques lemans,3.366.000đ
  CT-AW1216-86A,Nam,42mm,MineralCrystal,Stainless Steel,Eco-Drive (Năng Lượng Ánh Sáng),5ATM,Nhật Bản,Citizen,5.886.000đ
  QQ-VR70J002Y,Đồng hồ Nam,39 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,648.000đ
  BS-17-32098-241,Nam,41 mm,Sapphire,Thép không gỉ mạ PVD,Automatic (Cơ tự động),10 ATM,Đức,Bruno Sohnle,36.387.000đ
  E-3390.155.20.25.25,Đồng hồ nam,41 mm,Sapphire,Dây da chính hãng,Automatic,5 ATM,Thụy Sỹ,Epos Swiss,50.130.000đ
  QQ-QA06J212Y,Đồng hồ Nam,39 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,766.800đ
  AG-G750 S-BKR,Đồng hồ nam,45 mm,Sapphire,Dây da,Quartz/Pin,5  ATM,Singapore,Aries Gold,7.402.500đ
  QQ-VR62J008Y,Nam,50 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,724.500đ
  QQ-VR62J004Y,Nam,50 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,724.500đ
  AT-51752.45.35,Đồng hồ Nam,40mm,Sapphire,Dây da,Automatic,5ATM,Thụy Sỹ,Atlantic Swiss,20.304.000đ
  E-3501.135.34.16.44,Đồng hồ nam,41 mm,Sapphire,Thép không gỉ,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,41.310.000đ
  E-3501.135.20.16.30,Đồng hồ nam,41 mm,Sapphire,Thép không gỉ,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,38.520.000đ
  E-3501.135.34.16.25,Đồng hồ nam,41 mm,Sapphire,Dây da chính hãng,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,37.260.000đ
  QQ-VR60J001Y,Đồng hồ Nam,50 mm,Kínhcứngchịulực,Dây cao su,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.015.200đ
  E-3501.135.20.18.30,Đồng hồ nam,41 mm,Sapphire,Thép không gỉ,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,38.520.000đ
  E-3390.152.22.25.25,Đồng hồ Nam,41mm,Kínhsapphire,Dây da,Automatic (Cơ tự động),5ATM,Thụy Sỹ,Epos Swiss,34.290.000đ
  CT-NH8360-80E,Nam,41 mm,Mineral(Kínhcứngchịulực),Thép không gỉ,Automatic (Cơ tự động),5 ATM,Nhật Bản,Citizen,4.950.000đ
  E-3501.135.20.18.25,Đồng hồ nam,41 mm,Sapphire,Dây da chính hãng,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,35.910.000đ
  E-3501.135.34.18.25,Đồng hồ nam,41 mm,Sapphire,Dây da chính hãng,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,37.260.000đ
  E-3501.135.34.18.44,Đồng hồ nam,41 mm,Sapphire,Dây da chính hãng,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,41.310.000đ
  QQ-M119J003Y,Nam,54 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.080.000đ
  E-3501.135.20.16.25,Đồng hồ nam,41 mm,Sapphire,Dây da chính hãng,Automatic,10 ATM,Thụy Sỹ,Epos Swiss,35.910.000đ
  AT-64350.45.38,Nam,40 mm,Sapphire,Dây da,Quartz,5 ATM,Thụy Sỹ,Atlantic Swiss,10.062.000đ
  AG-B7302 S-BKMOP,Đồng hồ nam,38 mm,Sapphire,Thép không gỉ,Quartz/Pin,5  ATM,Singapore,Aries Gold,4.752.000đ
  CT-BH5000-59A,Đồng hồ Nam,41 mm,Kínhkhoáng(Mineral),Thép không gỉ,Quartz/Pin,5 ATM,Nhật Bản,Citizen,2.898.000đ
  CT-EL3090-81X,Đồng hồ Nữ,35 mm,Kínhkhoáng(Mineral),Thép không gỉ,Quartz/Pin,5 ATM,Nhật Bản,Citizen,3.168.000đ
  AG-G715H SBK-BLACK,Đồng hồ nam,42 mm,Sapphire,Thép không gỉ,Quartz/Pin,10  ATM,Singapore,Aries Gold,4.477.500đ
 ST-669.04,Nam,40 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,8.046.000đ
  AT-56550.45.21,Đồng hồ Nam,41mm,Sapphire,Dây da,Quartz (Điện tử),5ATM,Thụy Sỹ,Atlantic Swiss,11.502.000đ
  QQ-Q890J402Y,Đồng hồ Nam,44 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,1.134.000đ
 ST-898.02,Nam,39 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,10.917.000đ
 ST-555A.01,Nam,42mm,Krysternacrystal(kínhcứng),Dây da,Quartz (Điện tử),5ATM,Thụy Sỹ,Stuhrling Original,5.571.000đ
  AG-G9002 S-W,Nam,42 mm,Sapphire,Thép không gỉ,Automatic (Cơ),5  ATM,Singapore,Aries Gold,6.952.500đ
  QQ-M153J009Y,Đồng hồ Nam,41 mm,Kínhcứngchịulực,Dây nhựa,Quartz/Pin,10ATM,Nhật Bản,Q&Q,1.209.600đ
  AG-G715E CPRD-BK,Nam,40 mm,Sapphire,Thép không gỉ mạ PVD,Quartz/Pin,5  ATM,Singapore,Aries Gold,4.925.250đ
  AG-KR68Q BC-RW,Nam,35 mm,Sapphire,Thép không gỉ mạ Demi PVD,Quartz/Pin,5  ATM,Singapore,Aries Gold,4.925.250đ
  QQ-QA42J401Y,Đồng hồ Nam,38 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3ATM,Nhật Bản,Q&Q,950.400đ
  CT-AN8195-58E,Đồng hồ Nam,42 mm,Kínhcứng,Thép không gỉ,Quartz/Pin,10 ATM,Nhật Bản,Citizen,5.121.000đ
  QQ-QA20J001Y,Đồng hồ Nam,40 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3 ATM,Nhật Bản,Q&Q,1.215.000đ
  QQ-A462J202Y,Nam,39 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,3ATM,Nhật Bản,Q&Q,972.000đ
 ST-779.02,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng,Quartz/Pin,5 ATM,Thụy Sỹ,Stuhrling Original,4.761.000đ
  AT-61350.45.21,Nam,38mm,Sapphire,Dây da,Quartz (Điện tử),5ATM,Thụy Sỹ,Atlantic Swiss,12.582.000đ
  QQ-QA60J004Y,Đồng hồ Nam,42 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,1.609.200đ
  AT-61756.43.21G,Đồng hồ Nam,42mm,Sapphire,Thép không gỉ ( mạ Demi PVD ),Automatic (Cơ tự động),5ATM,Thụy Sỹ,Atlantic Swiss,23.175.000đ
  QQ-QA60J202Y,Nam,42 mm,Kínhcứngchịulực,Hợp kim thép,Quartz/Pin,5ATM,Nhật Bản,Q&Q,1.324.800đ
 ST-781.02,Nam,42 mm,Krysternacrystal(kínhcứng),Dây da chính hãng, Automatic (Cơ tự động),5 ATM,Thụy Sỹ,Stuhrling Original,9.774.000đ
  CT-AN8176-52L,Đồng hồ nam,41 mm,Kínhkhoáng,Thép không gỉ,Quartz/Pin,5 ATM,Nhật Bản,Citizen,5.292.000đ
  E-3386.132.22.15.25,Đồng hồ Nam,41mm,Kínhsapphire,Dây da,Automatic (Cơ tự động),5ATM,Thụy Sỹ,Epos Swiss,24.390.000đ
